-4.077082224980788765e-07 2.733788496778388941e-07 3.631879174794585364e-12 0.000000000000000000e+00 -4.797895607968316030e-09 4.026896021753266088e-07 -1.586096825678311877e-08 -1.005305314181001295e-07 4.165513980020097974e-09 1.178545250339894896e-07 -9.941804102382218540e-11 0.000000000000000000e+00 -3.631879174794585364e-12 -1.812871667553348679e-13 -2.307034344150854291e-14 -2.731692971567062779e-07 -2.095696636519477239e-10 0.000000000000000000e+00
6.628243778447714662e-09 -1.688298752733936548e-07 0.000000000000000000e+00 0.000000000000000000e+00 -1.918351362534728266e-09 -8.772684282083111255e-09 -1.609100313294319345e-08 -1.296648341904592990e-07 1.918351362534728266e-09 1.463409587988414112e-07 -2.927200449252231231e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.307034344150854291e-14 1.688298752733936548e-07 0.000000000000000000e+00 0.000000000000000000e+00
-4.181828929479222245e-13 2.299831530413193725e-10 -1.836147070993674965e-05 1.684211148548797146e-07 -1.927977773836968662e-09 1.488786427853638310e-07 6.138972631081160711e-10 1.458382100845303642e-05 -1.274850741857303432e-05 3.591801146775433030e-06 -2.927200449252231231e-10 1.275045811905184218e-05 1.739927292073062363e-08 -6.049299521191701240e-10 1.789575574865519971e-06 -5.381598392149908266e-06 -2.116586865283442674e-07 0.000000000000000000e+00
9.119761186971684755e-15 2.299831530413193725e-10 1.131149139918425296e-10 -7.107554530945202374e-09 -1.917810486492876966e-09 -9.185168765147484456e-09 3.846574451734941522e-11 7.540728261512089032e-09 1.917813442099663194e-09 2.791278004374297943e-13 -2.927200449252231231e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.565738606135839739e-12 -2.299831530413193725e-10 8.359845126204410212e-11 0.000000000000000000e+00
-3.585328367913932445e-13 2.298409883549092668e-10 1.173092155819589771e-11 0.000000000000000000e+00 -3.618312939646509199e-08 -3.528226044806998814e-08 6.617692262221434338e-09 6.830555062954423988e-09 2.956611692380445880e-08 2.661015546491694742e-13 -2.938623869480404125e-10 4.274398534019033779e-15 3.312171188745049836e-10 -9.918454808772241868e-12 -7.405597919252821800e-10 -2.697730093988295409e-10 -3.229059525920671530e-10 2.980256546669031009e-11
3.555299402967429111e-04 -2.574117751374357230e-05 4.994739019920789620e-04 -3.821038009103269038e-06 -3.300437429804338636e-03 -4.686617012472660618e-03 7.032866347461133247e-04 1.719430159011645087e-03 2.294913400721168041e-03 4.592362712064787213e-05 -8.890406100372406651e-06 -4.355411716025299929e-04 -6.435685996335048118e-05 9.902110303245256934e-07 1.790414967192764709e-07 3.282526452680735544e-06 2.198466040078028008e-05 0.000000000000000000e+00
-2.343314417449902541e-04 -5.742271088254418928e-04 1.951412780043743165e-05 -8.840545013891352017e-09 1.205736832771768079e-04 2.917092274043861424e-04 -1.027318673523674487e-03 9.781491990305609015e-04 -9.118785836732281030e-05 -3.077850682745167317e-05 -6.872583791452385292e-06 -1.858172252763492445e-05 5.953862978069397613e-05 1.350171425193592228e-13 -3.702902405863923732e-10 5.216202636401253388e-04 -8.812289413016492711e-07 -6.960453981202340431e-06
-1.158213631258497465e-03 -3.473103978246734006e-03 4.591712478571850921e-05 2.878580717621327864e-17 7.326535437725365408e-05 1.158680617130696845e-03 6.226458591948926400e-07 -4.775551220665602385e-03 -5.883667316900159736e-05 4.772506945675947417e-03 -1.281388544068097124e-05 -1.204708281610214556e-06 -4.431548146834544927e-05 6.751078796476916017e-08 -1.868315895253295298e-10 3.463764260802742936e-03 8.878169888278063983e-06 3.201542826742329942e-14
4.883253531950109233e-07 3.674144351835431723e-06 -5.362505172311875443e-06 0.000000000000000000e+00 1.682417095229650841e-05 -4.120145415853875116e-06 -2.664996748832535313e-08 1.130235857421528725e-05 -3.695454276763019655e-05 1.496973458651060957e-06 1.106280664420405548e-05 5.362505172311875443e-06 -1.740069161198793933e-09 0.000000000000000000e+00 2.544514393805048342e-10 -3.674144351835431723e-06 0.000000000000000000e+00 1.740069161198793933e-09
7.032157001832476493e-10 3.620854761482532475e-08 2.603531950109357224e-11 0.000000000000000000e+00 -3.068510965301176381e-08 -3.158568304072825969e-08 -5.171336525388662577e-10 4.123603475793580515e-08 3.066028255600874700e-08 -3.721345392209020356e-08 -1.731557013654903413e-09 6.666282437784476963e-12 -3.270172016314949654e-11 -8.400070934562866702e-17 -2.307034344150854291e-14 -3.620795649346810880e-08 -5.854997931075248816e-13 0.000000000000000000e+00
